Publisher,DOI,Journal,eISSN,ISSN,URL,Date_published,Corresponding_author_organization,Open_access_type,License_type,Apc_currency,Apc_paid,Apc_date_paid,Comments,Source_file
Taylor & Francis,10.1080/17435390.2018.1485982,Nanotoxicology,,,,2018-07-28,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00365521.2018.1488180,Scandinavian Journal of Gastroenterology,,,,2018-08-31,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/21623945.2018.1489335,Adipocyte,,,,2018-07-14,University of Gothenburg,Gold,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1350293X.2018.1487162,European Early Childhood Education Research Journal,,,,2018-06-21,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17512786.2018.1485510,Journalism Practice,,,,2018-06-25,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10428194.2018.1485910,Leukemia & Lymphoma,,,,2018-08-02,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09650792.2018.1489873,Educational Action Research,,,,2019-02-01,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14616742.2018.1487772,International Feminist Journal of Politics,,,,2018-07-13,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/0284186X.2018.1490027,Acta Oncologica,,,,2018-08-03,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1088937X.2018.1489428,Polar Geography,,,,2018-07-06,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/08865655.2018.1490197,Journal of Borderlands Studies,,,,2018-06-26,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/24694452.2018.1489213,Annals of the American Association of Geographers,,,,2019-02-27,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/07420528.2018.1490316,Chronobiology International,,,,2018-07-09,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/2156857X.2018.1489884,Nordic Social Work Research,,,,2018-07-02,MÑlardalen University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10106049.2018.1489423,Geocarto International,,,,2018-09-07,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09644016.2018.1488484,Environmental Politics,,,,2018-07-13,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/2156857X.2018.1491011,Nordic Social Work Research,,,,2018-07-13,UmeÜ University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10350330.2018.1488338,Social Semiotics,,,,2018-06-27,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/11038128.2018.1483421,Scandinavian Journal of Occupational Therapy,,,,2018-07-13,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10407782.2018.1486642,"Numerical Heat Transfer, Part A: Applications",,,,2018-08-15,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/2156857X.2018.1491010,Nordic Social Work Research,,,,2018-08-01,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13504851.2018.1489999,Applied Economics Letters,,,,2018-07-04,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09592318.2018.1488417,Small Wars & Insurgencies,,,,2018-08-10,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10627197.2018.1488587,Educational Assessment,,,,2018-08-01,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13873954.2018.1488740,Mathematical and Computer Modelling of Dynamical Systems,,,,2018-08-01,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00207543.2018.1489159,International Journal of Production Research,,,,2018-06-22,Karlstad University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1350178X.2018.1488572,Journal of Economic Methodology,,,,2018-07-22,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09654313.2018.1488953,European Planning Studies,,,,2018-06-20,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00220272.2018.1488998,Journal of Curriculum Studies,,,,2018-06-30,Linkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/02773813.2018.1488870,Journal of Wood Chemistry and Technology,,,,2019-01-16,Chalmers University of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10871209.2018.1488304,Human Dimensions of Wildlife,,,,2018-06-26,Linnaeus University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17570638.2018.1488353,Comparative and Continental Philosophy,,,,2018-06-18,Sîdertîrns University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14992027.2018.1487086,International Journal of Audiology,,,,2018-09-04,UmeÜ University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/03004430.2018.1488171,Early Child Development and Care,,,,2018-06-21,Malmî University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09593985.2018.1488192,Physiotherapy Theory and Practice,,,,2018-06-21,MÑlardalen University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13669877.2018.1485168,Journal of Risk Research,,,,2018-12-06,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1350293X.2018.1487143,European Early Childhood Education Research Journal,,,,2018-07-13,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/02827581.2018.1487579,Scandinavian Journal of Forest Research,,,,2018-06-18,Swedish University of Agricultural Sciences,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1350293X.2018.1487141,European Early Childhood Education Research Journal,,,,2018-06-28,Linnaeus University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09585176.2018.1486721,The Curriculum Journal,,,,2018-07-26,Linnaeus University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1612197X.2018.1486872,International Journal of Sport and Exercise Psychology,,,,2018-06-28,Halmstad University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/03075079.2018.1486813,Studies in Higher Education,,,,2018-06-19,University of BorÜs,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14719037.2018.1487575,Public Management Review,,,,2018-06-20,Chalmers University of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14783363.2018.1487605,Total Quality Management & Business Excellence,,,,2018-07-11,Chalmers University of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13669877.2018.1485173,Journal of Risk Research,,,,2018-11-18,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09064702.2018.1485729,"Acta Agriculturae Scandinavica, Section A ? Animal Science",,,,2018-06-25,Swedish University of Agricultural Sciences,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09593985.2018.1486490,Physiotherapy Theory and Practice,,,,2018-06-26,LuleÜ University of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00131857.2018.1485564,Educational Philosophy and Theory,,,,2018-06-14,Malmî University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/23744235.2018.1486511,Infectious Diseases,,,,2018-10-26,Karolinska Institutet,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14783363.2018.1486539,Total Quality Management & Business Excellence,,,,2018-06-18,Linkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/16258312.2018.1486141,Supply Chain Forum: An International Journal,,,,2018-07-02,Linkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/19376812.2018.1485585,African Geographical Review,,,,2018-08-14,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/01900692.2018.1466898,International Journal of Public Administration,,,,2018-05-01,Swedish Defence University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/08351813.2018.1485233,Research on Language and Social Interaction,,,,2018-09-10,Linkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13669877.2018.1485169,Journal of Risk Research,,,,2018-11-26,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14693062.2018.1483885,Climate Policy,,,,2018-06-20,Chalmers University of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/03610926.2018.1484483,Communications in Statistics - Theory and Methods,,,,2018-12-29,UmeÜ University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/07294360.2018.1483323,Higher Education Research & Development,,,,2018-06-11,Mid Sweden University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17461391.2018.1484521,European Journal of Sport Science,,,,2018-06-20,Mid Sweden University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09654313.2018.1484892,European Planning Studies,,,,2018-06-09,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13229400.2018.1484379,Journal of Family Studies,,,,2018-06-12,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09654313.2018.1484427,European Planning Studies,,,,2018-06-06,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/07294360.2018.1484708,Higher Education Research & Development,,,,2018-06-12,LuleÜ University of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00222895.2018.1485009,Journal of Motor Behavior,,,,2018-10-16,Karolinska Institutet,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14017431.2018.1483080,Scandinavian Cardiovascular Journal,,,,2018-06-12,Karolinska Institutet,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/11038128.2018.1483426,Scandinavian Journal of Occupational Therapy,,,,2018-06-25,Karolinska Institutet,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09638288.2018.1483434,Disability and Rehabilitation,,,,2018-07-01,Karolinska Institutet,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10408444.2018.1483891,Critical Reviews in Toxicology,,,,2018-07-10,Karolinska Institutet,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00313831.2018.1484800,Scandinavian Journal of Educational Research,,,,2018-06-26,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/2156857X.2018.1484385,Nordic Social Work Research,,,,2018-07-04,UmeÜ University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00220272.2018.1482961,Journal of Curriculum Studies,,,,2018-06-19,Linnaeus University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17448689.2018.1484004,Journal of Civil Society,,,,2018-06-18,Linnaeus University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/0309877X.2018.1483016,Journal of Further and Higher Education,,,,2018-07-23,University West,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17533171.2018.1482865,Safundi,,,,2018-08-02,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00220272.2018.1482960,Journal of Curriculum Studies,,,,2018-06-19,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09593330.2018.1483973,Environmental Technology,,,,2018-06-08,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00207179.2018.1484171,International Journal of Control,,,,2018-06-25,Linkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/11038128.2018.1483427,Scandinavian Journal of Occupational Therapy,,,,2018-07-08,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14616742.2018.1483206,International Feminist Journal of Politics,,,,2018-07-06,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00343404.2018.1482415,Regional Studies,,,,2018-07-05,Jînkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14241277.2018.1482302,International Journal on Media Management,,,,2018-07-24,Jînkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/01596306.2018.1481825,Discourse: Studies in the Cultural Politics of Education,,,,2018-05-30,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10919392.2018.1482601,Journal of Organizational Computing and Electronic Commerce,,,,2018-07-13,Linkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/07053436.2018.1482672,Loisir et Societe   Society and Leisure,,,,2018-07-20,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/11035897.2018.1482564,GFF,,,,2018-06-27,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00208825.2018.1480918,International Studies of Management & Organization,,,,2018-08-21,Stockholm School of Economics,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/01612840.2018.1481471,Issues in Mental Health Nursing,,,,2018-08-15,Kristianstad University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10749357.2018.1481353,Topics in Stroke Rehabilitation,,,,2018-07-20,Kristianstad University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17530350.2018.1481877,Journal of Cultural Economy,,,,2018-06-06,Sîdertîrns University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17480272.2018.1482368,Wood Material Science & Engineering,,,,2018-06-04,LuleÜ University of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/08039488.2018.1481998,Nordic Journal of Psychiatry,,,,2018-10-25,ôrebro University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09669760.2018.1481733,International Journal of Early Years Education,,,,2018-05-31,UmeÜ University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13625187.2018.1481942,The European Journal of Contraception & Reproductive Health Care,,,,2018-07-16,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/15568318.2018.1481547,International Journal of Sustainable Transportation,,,,2018-07-24,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/08039488.2018.1481525,Nordic Journal of Psychiatry,,,,2018-12-14,UmeÜ University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1360144X.2018.1478837,International Journal for Academic Development,,,,2018-06-06,UmeÜ University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13639080.2018.1479839,Journal of Education and Work,,,,2018-06-05,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/01488376.2018.1479677,Journal of Social Service Research,,,,2018-10-22,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13698230.2018.1479817,Critical Review of International Social and Political Philosophy,,,,2018-06-05,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/23337486.2018.1481267,Critical Military Studies,,,,2018-06-22,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13510347.2018.1479693,Democratization,,,,2018-06-18,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17449642.2018.1477088,Ethics and Education,,,,2018-06-06,Sîdertîrns University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00208825.2018.1480872,International Studies of Management & Organization,,,,2018-09-21,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/15476286.2018.1481697,RNA Biology,,,,2018-08-21,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/15528014.2018.1481674,"Food, Culture & Society",,,,2018-06-25,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09638288.2018.1481150,Disability and Rehabilitation,,,,2018-06-30,Linkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/01441647.2018.1480543,Transport Reviews,,,,2018-06-11,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09537104.2018.1479519,Platelets,,,,2018-06-05,Linkîping University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10749039.2018.1480633,Mind Culture and Activity,,,,2018-06-26,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/2159676X.2018.1479979,"Qualitative Research in Sport, Exercise and Health",,,,2018-06-12,Halmstad University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10428194.2018.1480767,Leukemia & Lymphoma,,,,2018-07-23,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/16506073.2018.1478447,Cognitive Behaviour Therapy,,,,2018-08-08,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00455091.2018.1480853,Canadian Journal of Philosophy,,,,2018-06-08,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/01062301.2018.1479623,The Scandinavian Psychoanalytic Review,,,,2018-06-12,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/21623945.2018.1479578,Adipocyte,,,,2018-07-17,Stockholm University,Gold,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/03468755.2018.1480492,Scandinavian Journal of History,,,,2018-06-05,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/03468755.2018.1480538,Scandinavian Journal of History,,,,2018-06-12,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09537287.2018.1479784,Production Planning & Control,,,,2018-07-30,Swedish University of Agricultural Sciences,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/2158379X.2018.1478642,Journal of Political Power,,,,2018-05-31,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/2159676X.2018.1479980,"Qualitative Research in Sport, Exercise and Health",,,,2018-06-06,Swedish School of Sport and Health Sciences,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00313831.2018.1479301,Scandinavian Journal of Educational Research,,,,2018-06-18,Malmî University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/0966369X.2018.1471049,"Gender, Place & Culture",,,,2018-05-14,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13504622.2018.1477122,Environmental Education Research,,,,2018-05-30,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17449480.2018.1479531,Accounting in Europe,,,,2018-06-06,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/11035897.2018.1479444,GFF,,,,2018-07-17,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/02827581.2018.1479442,Scandinavian Journal of Forest Research,,,,2018-07-05,Swedish University of Agricultural Sciences,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/19460171.2018.1479282,Critical Policy Studies,,,,2018-06-14,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/03468755.2018.1479214,Scandinavian Journal of History,,,,2018-06-19,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14649357.2018.1479441,Planning Theory & Practice,,,,2018-06-18,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14681811.2018.1478806,Sex Education,,,,2018-05-31,Malmî University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09575146.2018.1478392,Early Years,,,,2018-06-19,Karlstad University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1743727X.2018.1470161,International Journal of Research & Method in Education,,,,2018-05-02,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/01488376.2018.1476300,Journal of Social Service Research,,,,2018-06-18,University West,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00365521.2018.1477986,Scandinavian Journal of Gastroenterology,,,,2018-05-31,Karolinska Institutet,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/03009742.2018.1477990,Scandinavian Journal of Rheumatology,,,,2019-03-20,Karolinska Institutet,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/07294360.2018.1477743,Higher Education Research & Development,,,,2018-06-01,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/0284186X.2018.1478124,Acta Oncologica,,,,2018-06-22,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1389224X.2018.1473260,The Journal of Agricultural Education and Extension,,,,2018-05-14,Halmstad University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00141844.2018.1471513,Ethnos,,,,2018-05-08,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09297049.2018.1477928,Child Neuropsychology,,,,2018-05-30,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13621025.2018.1477919,Citizenship Studies,,,,2018-05-26,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09638288.2018.1477208,Disability and Rehabilitation,,,,2018-06-12,Karolinska Institutet,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/2156857X.2018.1475298,Nordic Social Work Research,,,,2018-05-17,Mid Sweden University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13552600.2018.1476600,Journal of Sexual Aggression,,,,2018-06-12,Mid Sweden University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09593985.2018.1476996,Physiotherapy Theory and Practice,,,,2018-05-30,MÑlardalen University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/02614367.2018.1476904,Leisure Studies,,,,2018-05-28,Karlstad University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/08038740.2018.1477177,NORA - Nordic Journal of Feminist and Gender Research,,,,2018-06-19,Linnaeus University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13691457.2018.1476331,European Journal of Social Work,,,,2018-05-21,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/2156857X.2018.1475299,Nordic Social Work Research,,,,2018-05-12,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1046560X.2018.1473749,Journal of Science Teacher Education,,,,2018-05-25,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09243453.2018.1470988,School Effectiveness and School Improvement,,,,2018-05-09,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/13676261.2018.1468876,Journal of Youth Studies,,,,2018-04-27,Stockholm University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/09500693.2018.1477261,International Journal of Science Education,,,,2018-05-28,Malmî University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00313831.2018.1476403,Scandinavian Journal of Educational Research,,,,2018-06-12,UmeÜ University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17483107.2018.1475515,Disability and Rehabilitation: Assistive Technology,,,,2018-05-23,Uppsala University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/03906701.2018.1473124,International Review of Sociology,,,,2018-06-18,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14794802.2018.1473161,Research in Mathematics Education,,,,2018-06-04,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00016357.2018.1473892,Acta Odontologica Scandinavica,,,,2018-05-21,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14719037.2018.1473475,Public Management Review,,,,2018-05-18,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00313831.2018.1476404,Scandinavian Journal of Educational Research,,,,2018-06-12,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17449359.2018.1476160,Management & Organizational History,,,,2018-06-21,University of Gothenburg,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/02601370.2018.1473516,International Journal of Lifelong Education,,,,2018-05-31,Linnaeus University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10225706.2018.1476256,Asian Geographer,,,,2018-05-25,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/02786826.2018.1476750,Aerosol Science and Technology,,,,2018-07-30,KTH Royal Institute of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10253866.2018.1462174,Consumption Markets & Culture,,,,2018-05-15,Stockholm School of Economics,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10253866.2018.1462175,Consumption Markets & Culture,,,,2018-04-27,Stockholm School of Economics,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17449480.2018.1476772,Accounting in Europe,,,,2018-05-29,Stockholm School of Economics,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/1523908X.2018.1473152,Journal of Environmental Policy & Planning,,,,2018-05-19,Chalmers University of Technology,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/11035897.2018.1470200,GFF,,,,2018-06-04,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/17457300.2018.1476385,International Journal of Injury Control and Safety Promotion,,,,2018-05-28,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/08941920.2018.1475588,Society & Natural Resources,,,,2018-06-01,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/14992027.2018.1475755,International Journal of Audiology,,,,2018-06-13,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/03009742.2018.1473488,Scandinavian Journal of Rheumatology,,,,2019-03-20,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/00140139.2018.1473644,Ergonomics,,,,2018-08-16,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/08038740.2018.1472140,NORA - Nordic Journal of Feminist and Gender Research,,,,2018-08-23,Lund University,Hybrid,CC BY,,,,,TF2019JUN
Taylor & Francis,10.1080/10618600.2018.1473782,Journal of Computational and Graphical Statistics,,,,2018-08-20,Linkîping University,Hybrid,CC BY,,,,,TF2019JUN
