doi	institution	journal_full_title	journal_discipline	journal_ISSN	journal_eISSN	year	publisher
10.1007/s13280-017-0933-7	gu	Ambio	Environment	0044-7447	1654-7209	2017	Springer
10.1007/s12369-017-0450-7	uu	International Journal of Social Robotics	Engineering	1875-4791	1875-4805	2017	Springer
10.1007/s40262-017-0577-6	uu	Clinical Pharmacokinetics	Medicine & Public Health	0312-5963	1179-1926	2017	Springer
10.1007/s13127-017-0331-9	gu	Organisms Diversity & Evolution	Life Sciences	1439-6092	1618-1077	2017	Springer
10.1007/s00192-017-3353-0	umu	International Urogynecology Journal	Medicine & Public Health	0937-3462	1433-3023	2017	Springer
10.1007/s10570-017-1633-y	su	Cellulose	Chemistry	0969-0239	1572-882X	2017	Springer
10.1007/s10611-017-9748-5	gu	"Crime, Law and Social Change"	Criminology and Criminal Justice	0925-4994	1573-0751	2017	Springer
10.1007/s10798-017-9431-2	liu	International Journal of Technology and Design Education	Education	0957-7572	1573-1804	2017	Springer
10.1007/s00787-017-1100-1	uu	European Child & Adolescent Psychiatry	Medicine & Public Health	1018-8827	1435-165X	2017	Springer
10.1007/s10113-017-1257-7	liu	Regional Environmental Change	Environment	1436-3798	1436-378X	2017	Springer
10.1007/s00426-017-0939-6	uu	Psychological Research	Psychology	0340-0727	1430-2772	2017	Springer
10.1007/s00128-017-2253-9	su	Bulletin of Environmental Contamination and Toxicology	Environment	0007-4861	1432-0800	2017	Springer
10.1007/s10560-017-0526-0	su	Child and Adolescent Social Work Journal	Psychology	0738-0151	1573-2797	2017	Springer
10.1007/s10888-017-9368-4	lnu	The Journal of Economic Inequality	Economics	1569-1721	1573-8701	2017	Springer
10.1007/s10596-017-9704-6	kth	Computational Geosciences	Earth Sciences	1420-0597	1573-1499	2017	Springer
10.1007/s00268-017-4328-5	oru	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2017	Springer
10.1007/s11256-017-0437-6	gu	The Urban Review	Education	0042-0972	1573-1960	2017	Springer
10.1007/s12571-017-0742-7	slu	Food Security	Life Sciences	1876-4517	1876-4525	2017	Springer
10.1007/s00787-017-1097-5	uu	European Child & Adolescent Psychiatry	Medicine & Public Health	1018-8827	1435-165X	2017	Springer
10.1007/s11356-017-0925-y	kth	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2017	Springer
10.1007/s00228-017-2389-x	umu	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2017	Springer
10.1007/s00228-017-2391-3	liu	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2017	Springer
10.1007/s10096-017-3141-2	ki	European Journal of Clinical Microbiology & Infectious Diseases	Biomedicine	0934-9723	1435-4373	2017	Springer
10.1007/s10029-017-1712-x	umu	Hernia	Medicine & Public Health	1265-4906	1248-9204	2017	Springer
10.1007/s10029-017-1705-9	ki	Hernia	Medicine & Public Health	1265-4906	1248-9204	2017	Springer
10.1007/s11663-017-1162-y	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2017	Springer
10.1007/s11075-017-0451-5	uu	Numerical Algorithms	Computer Science	1017-1398	1572-9265	2017	Springer
10.1007/s40520-017-0870-0	lu	Aging Clinical and Experimental Research	Medicine & Public Health		1720-8319	2017	Springer
10.1007/s10910-017-0837-6	ki	Journal of Mathematical Chemistry	Chemistry	0259-9791	1572-8897	2017	Springer
10.1007/s10071-017-1152-0	lu	Animal Cognition	Life Sciences	1435-9448	1435-9456	2017	Springer
10.1007/s11356-017-0907-0	liu	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2017	Springer
10.1007/s00221-017-5137-7	ki	Experimental Brain Research	Biomedicine	0014-4819	1432-1106	2017	Springer
10.1007/s12549-017-0309-9	nrm	Palaeobiodiversity and Palaeoenvironments	Earth Sciences	1867-1594	1867-1608	2017	Springer
10.1007/s11102-017-0855-1	uu	Pituitary	Medicine & Public Health	1386-341X	1573-7403	2017	Springer
10.1007/s10479-017-2721-y	cth	Annals of Operations Research	Business and Management	0254-5330	1572-9338	2017	Springer
10.1007/s00268-017-4423-7	ki	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2017	Springer
10.1007/s00021-017-0355-0	lu	Journal of Mathematical Fluid Mechanics	Physics	1422-6928	1422-6952	2017	Springer
10.1007/s11019-017-9818-6	oru	"Medicine, Health Care and Philosophy"	Philosophy	1386-7423	1572-8633	2017	Springer
10.1007/s11158-017-9388-8	lu	Res Publica	Philosophy	1356-4765	1572-8692	2017	Springer
10.1007/s11158-017-9386-x	su	Res Publica	Philosophy	1356-4765	1572-8692	2017	Springer
10.1007/s11191-017-9938-7	liu	Science & Education	Education	0926-7220	1573-1901	2017	Springer
10.1007/s00228-017-2384-2	umu	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2017	Springer
10.1007/s00775-017-1522-8	lu	JBIC Journal of Biological Inorganic Chemistry	Life Sciences	0949-8257	1432-1327	2017	Springer
10.1007/s11846-017-0272-x	umu	Review of Managerial Science	Business and Management	1863-6683	1863-6691	2017	Springer
10.1007/s11557-017-1363-4	nrm	Mycological Progress	Life Sciences	1617-416X	1861-8952	2017	Springer
10.1007/s00238-017-1378-8	gu	European Journal of Plastic Surgery	Medicine & Public Health	0930-343X	1435-0130	2017	Springer
10.1007/s00467-017-3848-4	ki	Pediatric Nephrology	Medicine & Public Health	0931-041X	1432-198X	2017	Springer
10.1007/s11663-017-1155-x	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2017	Springer
10.1007/s00365-017-9408-0	su	Constructive Approximation	Mathematics	0176-4276	1432-0940	2017	Springer
10.1007/s00249-017-1271-1	kth	European Biophysics Journal	Life Sciences	0175-7571	1432-1017	2017	Springer
10.1007/s00023-017-0635-5	uu	Annales Henri PoincarXXX	Physics	1424-0637	1424-0661	2017	Springer
10.1007/s10530-017-1642-7	umu	Biological Invasions	Life Sciences	1387-3547	1573-1464	2017	Springer
10.1007/s11191-017-9950-y	kau	Science & Education	Education	0926-7220	1573-1901	2017	Springer
10.1007/s10712-017-9454-y	uu	Surveys in Geophysics	Earth Sciences	0169-3298	1573-0956	2017	Springer
10.1007/s00411-017-0725-2	lu	Radiation and Environmental Biophysics	Physics	0301-634X	1432-2099	2017	Springer
10.1007/s00415-017-8719-1	gu	Journal of Neurology	Medicine & Public Health	0340-5354	1432-1459	2017	Springer
10.1007/s00787-017-1093-9	uu	European Child & Adolescent Psychiatry	Medicine & Public Health	1018-8827	1435-165X	2017	Springer
10.1007/s00425-017-2824-3	liu	Planta	Life Sciences	0032-0935	1432-2048	2017	Springer
10.1007/s00192-017-3514-1	umu	International Urogynecology Journal	Medicine & Public Health	0937-3462	1433-3023	2017	Springer
10.1007/s11695-017-3061-3	gu	Obesity Surgery	Medicine & Public Health	0960-8923	1708-0428	2017	Springer
10.1007/s10912-017-9501-1	liu	Journal of Medical Humanities	Cultural and Media Studies	1041-3545	1573-3645	2017	Springer
10.1007/s10578-017-0777-1	ki	Child Psychiatry & Human Development	Psychology	0009-398X	1573-3327	2017	Springer
10.1007/s11219-017-9396-0	lu	Software Quality Journal	Computer Science	0963-9314	1573-1367	2017	Springer
10.1007/s00592-017-1088-5	lu	Acta Diabetologica	Medicine & Public Health	0940-5429	1432-5233	2017	Springer
10.1007/s00268-017-4235-9	ki	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2017	Springer
10.1007/s40598-017-0077-7	su	Arnold Mathematical Journal	Mathematics	2199-6792	2199-6806	2017	Springer
10.1007/s11229-017-1653-z	uu	Synthese	Philosophy	0039-7857	1573-0964	2017	Springer
10.1007/s11019-017-9816-8	liu	"Medicine, Health Care and Philosophy"	Philosophy	1386-7423	1572-8633	2017	Springer
10.1007/s12138-017-0454-6	su	International Journal of the Classical Tradition	Cultural and Media Studies	1073-0508	1874-6292	2017	Springer
10.1007/s13194-017-0196-y	lu	European Journal for Philosophy of Science	Philosophy	1879-4912	1879-4920	2017	Springer
10.1007/s12369-017-0446-3	his	International Journal of Social Robotics	Engineering	1875-4791	1875-4805	2017	Springer
10.1007/s00228-017-2402-4	liu	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2017	Springer
10.1007/s00394-017-1595-8	lu	European Journal of Nutrition	Chemistry	1436-6207	1436-6215	2017	Springer
10.1007/s11664-017-6015-6	hb	Journal of Electronic Materials	Materials Science	0361-5235	1543-186X	2017	Springer
10.1007/s12124-017-9412-8	lu	Integrative Psychological and Behavioral Science	Psychology	1932-4502	1936-3567	2017	Springer
10.1007/s10687-017-0305-5	cth	Extremes	Statistics	1386-1999	1572-915X	2017	Springer
10.1007/s00701-017-3435-2	lu	Acta Neurochirurgica	Medicine & Public Health	0001-6268	0942-0940	2017	Springer
10.1007/s12149-017-1223-y	lu	Annals of Nuclear Medicine	Medicine & Public Health	0914-7187	1864-6433	2017	Springer
10.1007/s10018-017-0203-8	umu	Environmental Economics and Policy Studies	Economics	1432-847X	1867-383X	2017	Springer
10.1007/s11165-017-9684-5	uu	Research in Science Education	Education	0157-244X	1573-1898	2017	Springer
10.1007/s10806-017-9703-6	liu	Journal of Agricultural and Environmental Ethics	Philosophy	1187-7863	1573-322X	2017	Springer
10.1007/s10611-017-9747-6	gu	"Crime, Law and Social Change"	Criminology and Criminal Justice	0925-4994	1573-0751	2017	Springer
10.1007/s10433-017-0448-x	umu	European Journal of Ageing	Social Sciences	1613-9372	1613-9380	2017	Springer
10.1007/s00484-017-1493-z	lu	International Journal of Biometeorology	Environment	0020-7128	1432-1254	2017	Springer
10.1007/s00216-017-0829-1	cth	Analytical and Bioanalytical Chemistry	Chemistry	1618-2642	1618-2650	2017	Springer
10.1007/s11356-017-0992-0	lu	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2017	Springer
10.1007/s00209-017-2008-7	mittagleffler	Mathematische Zeitschrift	Mathematics	0025-5874	1432-1823	2017	Springer
10.1007/s10803-017-3436-2	oru	Journal of Autism and Developmental Disorders	Psychology	0162-3257	1573-3432	2017	Springer
10.1208/s12248-017-0166-5	uu	The AAPS Journal	Biomedicine		1550-7416	2017	Springer
10.1007/s00701-017-3418-3	uu	Acta Neurochirurgica	Medicine & Public Health	0001-6268	0942-0940	2017	Springer
10.1007/s40520-017-0882-9	ltu	Aging Clinical and Experimental Research	Medicine & Public Health		1720-8319	2017	Springer
10.1007/s11325-017-1597-z	uu	Sleep and Breathing	Medicine & Public Health	1520-9512	1522-1709	2017	Springer
10.1007/s11104-017-3444-1	slu	Plant and Soil	Life Sciences	0032-079X	1573-5036	2017	Springer
10.1007/s00021-017-0346-1	lu	Journal of Mathematical Fluid Mechanics	Physics	1422-6928	1422-6952	2017	Springer
10.1007/s10877-017-0094-z	ki	Journal of Clinical Monitoring and Computing	Medicine & Public Health	1387-1307	1573-2614	2017	Springer
10.1007/s11250-017-1501-7	slu	Tropical Animal Health and Production	Life Sciences	0049-4747	1573-7438	2017	Springer
10.1007/s10689-017-0067-x	ki	Familial Cancer	Biomedicine	1389-9600	1573-7292	2017	Springer
10.1007/s11019-017-9817-7	ki	"Medicine, Health Care and Philosophy"	Philosophy	1386-7423	1572-8633	2017	Springer
10.1007/s11098-017-1019-x	uu	Philosophical Studies	Philosophy	0031-8116	1573-0883	2017	Springer
10.1007/s00894-017-3561-z	kth	Journal of Molecular Modeling	Chemistry	1610-2940	0948-5023	2017	Springer
10.1007/s00125-017-4527-5	ki	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2017	Springer
10.1007/s00125-017-4512-z	lu	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2017	Springer
10.1007/s00766-017-0286-6	kth	Requirements Engineering	Computer Science	0947-3602	1432-010X	2017	Springer
10.1007/s11060-017-2699-y	gu	Journal of Neuro-Oncology	Medicine & Public Health	0167-594X	1573-7373	2017	Springer
10.1007/s10444-017-9575-3	uu	Advances in Computational Mathematics	Mathematics	1019-7168	1572-9044	2017	Springer
10.1007/s11666-017-0672-0	hv	Journal of Thermal Spray Technology	Materials Science	1059-9630	1544-1016	2017	Springer
10.1007/s10560-017-0522-4	mdh	Child and Adolescent Social Work Journal	Psychology	0738-0151	1573-2797	2017	Springer
10.1007/s10887-017-9152-0	gu	Journal of Economic Growth	Economics	1381-4338	1573-7020	2017	Springer
10.1007/s11695-017-3035-5	uu	Obesity Surgery	Medicine & Public Health	0960-8923	1708-0428	2017	Springer
10.1007/s00248-017-1115-7	lu	Microbial Ecology	Life Sciences	0095-3628	1432-184X	2017	Springer
10.1140/epjb/e2017-80432-9	su	The European Physical Journal B	Physics	1434-6028	1434-6036	2017	Springer
10.1140/epja/i2017-12442-y	uu	The European Physical Journal A	Physics	1434-6001	1434-601X	2017	Springer
10.1007/s00167-017-4733-1	gu	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2017	Springer
10.1007/s11517-017-1725-8	liu	Medical & Biological Engineering & Computing	Biomedicine	0140-0118	1741-0444	2017	Springer
10.1007/s11249-016-0716-5	kth	Tribology Letters	Materials Science	1023-8883	1573-2711	2016	Springer
10.1007/s11434-016-1146-3	lu	Science Bulletin	"Science, Humanities and Social Sciences,"	2095-9273	2095-9281	2016	Springer
10.1007/s00249-016-1158-6	umu	European Biophysics Journal	Life Sciences	0175-7571	1432-1017	2016	Springer
10.1007/s11663-016-0760-4	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2016	Springer
10.1007/s10726-016-9494-6	su	Group Decision and Negotiation	Business and Management	0926-2644	1572-9907	2016	Springer
10.1007/s40141-016-0128-3	gu	Current Physical Medicine and Rehabilitation Reports	Medicine & Public Health		2167-4833	2016	Springer
10.1007/s10823-016-9296-y	mdh	Journal of Cross-Cultural Gerontology	Social Sciences	0169-3816	1573-0719	2016	Springer
10.1007/s10071-016-1016-z	lu	Animal Cognition	Life Sciences	1435-9448	1435-9456	2016	Springer
10.1007/s10107-016-1055-x	cth	Mathematical Programming	Mathematics	0025-5610	1436-4646	2016	Springer
10.1007/s11249-016-0727-2	ltu	Tribology Letters	Materials Science	1023-8883	1573-2711	2016	Springer
10.1007/s11252-016-0581-x	gu	Urban Ecosystems	Life Sciences	1083-8155	1573-1642	2016	Springer
10.1007/s00421-016-3428-5	gih	European Journal of Applied Physiology	Biomedicine	1439-6319	1439-6327	2016	Springer
10.1007/s00167-016-4234-7	ki	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2016	Springer
10.1007/s10865-016-9769-z	ki	Journal of Behavioral Medicine	Medicine & Public Health	0160-7715	1573-3521	2016	Springer
10.1007/s10546-016-0190-5	kth	Boundary-Layer Meteorology	Earth Sciences	0006-8314	1573-1472	2016	Springer
10.1007/s10851-016-0677-1	lu	Journal of Mathematical Imaging and Vision	Computer Science	0924-9907	1573-7683	2016	Springer
10.1007/s10472-016-9521-y	liu	Annals of Mathematics and Artificial Intelligence	Computer Science	1012-2443	1573-7470	2016	Springer
10.1007/s10961-016-9490-7	ki	The Journal of Technology Transfer	Business and Management	0892-9912	1573-7047	2016	Springer
10.1007/s00223-016-0174-y	lu	Calcified Tissue International	Life Sciences		1432-0827	2016	Springer
10.1007/s11135-016-0390-6	lnu	Quality & Quantity	Social Sciences	0033-5177	1573-7845	2016	Springer
10.1007/s00769-016-1228-6	ki	Accreditation and Quality Assurance	Chemistry	0949-1775	1432-0517	2016	Springer
10.1007/s00420-016-1156-0	ki	International Archives of Occupational and Environmental Health	Environment	0340-0131	1432-1246	2016	Springer
10.1007/s00426-016-0787-9	su	Psychological Research	Psychology	0340-0727	1430-2772	2016	Springer
10.1007/s00268-016-3632-9	gu	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2016	Springer
10.1007/s13277-016-5280-y	mau	Tumor Biology	Biomedicine	1010-4283	1423-0380	2016	Springer
10.1007/s10822-016-9926-z	gu	Journal of Computer-Aided Molecular Design	Chemistry	0920-654X	1573-4951	2016	Springer
10.1007/s00712-016-0503-7	su	Journal of Economics	Economics	0931-8658	1617-7134	2016	Springer
10.1007/s11864-016-0426-0	lu	Current Treatment Options in Oncology	Medicine & Public Health		1534-6277	2016	Springer
10.1007/s10854-016-5387-3	uu	Journal of Materials Science: Materials in Electronics	Materials Science	0957-4522	1573-482X	2016	Springer
10.1007/s10544-016-0097-4	kth	Biomedical Microdevices	Engineering	1387-2176	1572-8781	2016	Springer
10.1007/s10470-016-0800-7	lu	Analog Integrated Circuits and Signal Processing	Engineering	0925-1030	1573-1979	2016	Springer
10.1007/s11136-016-1367-6	umu	Quality of Life Research	Medicine & Public Health	0962-9343	1573-2649	2016	Springer
10.1007/s11060-016-2202-1	gu	Journal of Neuro-Oncology	Medicine & Public Health	0167-594X	1573-7373	2016	Springer
10.1007/s00464-016-5096-2	gu	Surgical Endoscopy	Medicine & Public Health	0930-2794	1432-2218	2016	Springer
10.1007/s11229-016-1155-4	uu	Synthese	Philosophy	0039-7857	1573-0964	2016	Springer
10.1007/s10433-016-0394-z	ki	European Journal of Ageing	Social Sciences	1613-9372	1613-9380	2016	Springer
10.1007/s11071-016-2994-8	ltu	Nonlinear Dynamics	Engineering	0924-090X	1573-269X	2016	Springer
10.1007/s10669-016-9605-6	slu	Environment Systems and Decisions	Environment	2194-5403	2194-5411	2016	Springer
10.1007/s00396-016-3927-2	lu	Colloid and Polymer Science	Chemistry	0303-402X	1435-1536	2016	Springer
10.1007/s13164-016-0318-z	lu	Review of Philosophy and Psychology	Philosophy	1878-5158	1878-5166	2016	Springer
10.1007/s10342-016-0981-8	slu	European Journal of Forest Research	Life Sciences	1612-4669	1612-4677	2016	Springer
10.1007/s40889-016-0026-7	su	International Journal of Ethics Education	Philosophy	2363-9997	2364-0006	2016	Springer
10.1007/s00405-016-4239-3	oru	European Archives of Oto-Rhino-Laryngology	Medicine & Public Health	0937-4477	1434-4726	2016	Springer
10.1007/s00181-016-1133-1	uu	Empirical Economics	Economics	0377-7332	1435-8921	2016	Springer
10.1007/s00784-016-1939-4	ki	Clinical Oral Investigations	Dentistry	1432-6981	1436-3771	2016	Springer
10.1007/s00259-016-3476-4	ki	European Journal of Nuclear Medicine and Molecular Imaging	Medicine & Public Health	1619-7070	1619-7089	2016	Springer
10.1007/s00382-016-3299-9	su	Climate Dynamics	Earth Sciences	0930-7575	1432-0894	2016	Springer
10.1007/s11663-016-0768-9	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2016	Springer
10.1007/s10706-016-0069-8	kth	Geotechnical and Geological Engineering	Earth Sciences	0960-3182	1573-1529	2016	Springer
10.1007/s00167-016-4270-3	ki	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2016	Springer
10.1007/s11019-016-9723-4	ki	"Medicine, Health Care and Philosophy"	Philosophy	1386-7423	1572-8633	2016	Springer
10.1007/s10955-016-1607-8	gu	Journal of Statistical Physics	Physics	0022-4715	1572-9613	2016	Springer
10.1007/s00181-016-1123-3	lu	Empirical Economics	Economics	0377-7332	1435-8921	2016	Springer
10.1007/s00592-016-0903-8	lu	Acta Diabetologica	Medicine & Public Health	0940-5429	1432-5233	2016	Springer
10.1007/s11665-016-2294-y	kth	Journal of Materials Engineering and Performance	Materials Science	1059-9495	1544-1024	2016	Springer
10.1007/s11192-016-2097-9	umu	Scientometrics	Computer Science	0138-9130	1588-2861	2016	Springer
10.1007/s00170-016-9296-7	lu	The International Journal of Advanced Manufacturing Technology	Engineering	0268-3768	1433-3015	2016	Springer
10.1007/s10270-016-0554-9	su	Software & Systems Modeling	Computer Science	1619-1366	1619-1374	2016	Springer
10.1007/s11229-016-1186-x	su	Synthese	Philosophy	0039-7857	1573-0964	2016	Springer
10.1007/s00384-016-2628-0	gu	International Journal of Colorectal Disease	Medicine & Public Health	0179-1958	1432-1262	2016	Springer
10.1007/s10021-016-0020-0	umu	Ecosystems	Life Sciences	1432-9840	1435-0629	2016	Springer
10.1007/s00453-016-0202-3	lu	Algorithmica	Computer Science	0178-4617	1432-0541	2016	Springer
10.1007/s10494-016-9760-3	cth	"Flow, Turbulence and Combustion"	Engineering	1386-6184	1573-1987	2016	Springer
10.1007/s11144-016-1069-7	umu	"Reaction Kinetics, Mechanisms and Catalysis"	Chemistry	1878-5190	1878-5204	2016	Springer
10.1007/s40750-016-0052-x	liu	Adaptive Human Behavior and Physiology	Social Sciences		2198-7335	2016	Springer
10.1007/s13225-016-0372-y	nrm	Fungal Diversity	Life Sciences	1560-2745	1878-9129	2016	Springer
10.1617/s11527-016-0871-z	kth	Materials and Structures	Engineering	1359-5997	1871-6873	2016	Springer
10.1007/s00192-016-3119-0	ki	International Urogynecology Journal	Medicine & Public Health	0937-3462	1433-3023	2016	Springer
10.1007/s00158-016-1553-8	umu	Structural and Multidisciplinary Optimization	Engineering	1615-147X	1615-1488	2016	Springer
10.1007/s10295-016-1814-y	cth	Journal of Industrial Microbiology & Biotechnology	Life Sciences	1367-5435	1476-5535	2016	Springer
10.1007/s00266-016-0684-z	gu	Aesthetic Plastic Surgery	Medicine & Public Health	0364-216X	1432-5241	2016	Springer
10.1007/s00366-016-0476-8	liu	Engineering with Computers	Computer Science	0177-0667	1435-5663	2016	Springer
10.1007/s10844-016-0427-2	uu	Journal of Intelligent Information Systems	Computer Science	0925-9902	1573-7675	2016	Springer
10.1007/s00277-016-2787-7	ki	Annals of Hematology	Medicine & Public Health	0939-5555	1432-0584	2016	Springer
10.1007/s11239-016-1411-y	umu	Journal of Thrombosis and Thrombolysis	Medicine & Public Health	0929-5305	1573-742X	2016	Springer
10.1007/s11899-016-0335-0	uu	Current Hematologic Malignancy Reports	Medicine & Public Health	1558-8211	1558-822X	2016	Springer
10.1007/s00158-016-1547-6	liu	Structural and Multidisciplinary Optimization	Engineering	1615-147X	1615-1488	2016	Springer
10.1007/s00213-016-4385-8	liu	Psychopharmacology	Biomedicine	0033-3158	1432-2072	2016	Springer
10.1007/s11663-016-0780-0	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2016	Springer
10.1007/s12076-016-0176-4	umu	Letters in Spatial and Resource Sciences	Economics	1864-4031	1864-404X	2016	Springer
10.1007/s10071-016-1015-0	lu	Animal Cognition	Life Sciences	1435-9448	1435-9456	2016	Springer
10.1007/s00125-016-4074-5	ki	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2016	Springer
10.1007/s00424-016-1864-z	uu	PflXXXgers Archiv - European Journal of Physiology	Biomedicine	0031-6768	1432-2013	2016	Springer
10.1007/s00268-016-3705-9	ki	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2016	Springer
10.1007/s00384-016-2636-0	gu	International Journal of Colorectal Disease	Medicine & Public Health	0179-1958	1432-1262	2016	Springer
10.1007/s10928-016-9486-9	uu	Journal of Pharmacokinetics and Pharmacodynamics	Biomedicine	1567-567X	1573-8744	2016	Springer
10.1007/s00425-016-2585-4	liu	Planta	Life Sciences	0032-0935	1432-2048	2016	Springer
10.1007/s11116-016-9731-5	kth	Transportation	Economics	0049-4488	1572-9435	2016	Springer
10.1007/s11244-016-0690-z	uu	Topics in Catalysis	Chemistry	1022-5528	1572-9028	2016	Springer
10.1007/s00216-016-9812-5	gu	Analytical and Bioanalytical Chemistry	Chemistry	1618-2642	1618-2650	2016	Springer
10.1007/s40571-016-0120-9	ltu	Computational Particle Mechanics	Engineering	2196-4378	2196-4386	2016	Springer
10.1007/s40831-016-0072-6	cth	Journal of Sustainable Metallurgy	Environment	2199-3823	2199-3831	2016	Springer
10.1007/s11896-016-9206-9	gu	Journal of Police and Criminal Psychology	Psychology	0882-0783	1936-6469	2016	Springer
10.1007/s13361-016-1460-7	kth	Journal of The American Society for Mass Spectrometry	Chemistry	1044-0305	1879-1123	2016	Springer
10.1007/s00502-016-0424-8	umu	e & i Elektrotechnik und Informationstechnik	Engineering	0932-383X	1613-7620	2016	Springer
10.1007/s10534-016-9959-8	ki	BioMetals	Life Sciences	0966-0844	1572-8773	2016	Springer
10.1007/s10948-016-3666-0	cth	Journal of Superconductivity and Novel Magnetism	Physics	1557-1939	1557-1947	2016	Springer
10.1007/s00425-016-2580-9	slu	Planta	Life Sciences	0032-0935	1432-2048	2016	Springer
10.1007/s00466-016-1317-8	kth	Computational Mechanics	Engineering	0178-7675	1432-0924	2016	Springer
10.1007/s00167-016-4294-8	liu	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2016	Springer
10.1007/s00464-016-5173-6	ki	Surgical Endoscopy	Medicine & Public Health	0930-2794	1432-2218	2016	Springer
10.1007/s12122-016-9233-4	lnu	Journal of Labor Research	Social Sciences	0195-3613	1936-4768	2016	Springer
10.1007/s00420-016-1163-1	gu	International Archives of Occupational and Environmental Health	Environment	0340-0131	1432-1246	2016	Springer
10.1007/s10980-016-0434-2	slu	Landscape Ecology	Life Sciences	0921-2973	1572-9761	2016	Springer
10.1007/s10822-016-9948-6	lu	Journal of Computer-Aided Molecular Design	Chemistry	0920-654X	1573-4951	2016	Springer
10.1007/s00208-016-1447-5	uu	Mathematische Annalen	Mathematics	0025-5831	1432-1807	2016	Springer
10.1007/s11365-016-0405-8	lu	International Entrepreneurship and Management Journal	Business and Management	1554-7191	1555-1938	2016	Springer
10.1007/s00606-016-1335-1	su	Plant Systematics and Evolution	Life Sciences	0378-2697	2199-6881	2016	Springer
10.1007/s10570-016-1029-4	miu	Cellulose	Chemistry	0969-0239	1572-882X	2016	Springer
10.1007/s10853-016-0262-4	liu	Journal of Materials Science	Materials Science	0022-2461	1573-4803	2016	Springer
10.1007/s00244-016-0303-7	hk	Archives of Environmental Contamination and Toxicology	Environment	0090-4341	1432-0703	2016	Springer
10.1007/s00726-016-2316-y	ki	Amino Acids	Life Sciences	0939-4451	1438-2199	2016	Springer
10.1007/s10113-016-1039-7	su	Regional Environmental Change	Environment	1436-3798	1436-378X	2016	Springer
10.1007/s10892-016-9238-5	uu	The Journal of Ethics	Philosophy	1382-4554	1572-8609	2016	Springer
10.1007/s11225-016-9681-0	kth	Studia Logica	Philosophy	0039-3215	1572-8730	2016	Springer
10.1007/s10549-016-3928-3	uu	Breast Cancer Research and Treatment	Medicine & Public Health	0167-6806	1573-7217	2016	Springer
10.1007/s12350-016-0628-7	lu	Journal of Nuclear Cardiology	Medicine & Public Health	1071-3581	1532-6551	2016	Springer
10.1007/s10584-016-1753-7	ki	Climatic Change	Earth Sciences	0165-0009	1573-1480	2016	Springer
10.1007/s12649-016-9643-9	lu	Waste and Biomass Valorization	Engineering	1877-2641	1877-265X	2016	Springer
10.1007/s10677-016-9747-0	lu	Ethical Theory and Moral Practice	Philosophy	1386-2820	1572-8447	2016	Springer
10.1007/s11136-016-1373-8	hig	Quality of Life Research	Medicine & Public Health	0962-9343	1573-2649	2016	Springer
10.1007/s00228-016-2105-2	ki	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2016	Springer
10.1007/s10805-016-9265-7	umu	Journal of Academic Ethics	Education	1570-1727	1572-8544	2016	Springer
10.1007/s00423-016-1501-5	ki	Langenbeck's Archives of Surgery	Medicine & Public Health	1435-2443	1435-2451	2016	Springer
10.1007/s00894-016-3085-y	liu	Journal of Molecular Modeling	Chemistry	1610-2940	0948-5023	2016	Springer
10.1007/s10955-016-1604-y	uu	Journal of Statistical Physics	Physics	0022-4715	1572-9613	2016	Springer
10.1007/s10822-016-9942-z	lu	Journal of Computer-Aided Molecular Design	Chemistry	0920-654X	1573-4951	2016	Springer
10.1007/s00167-016-4280-1	gu	"Knee Surgery, Sports Traumatology, Arthroscopy"	Medicine & Public Health	0942-2056	1433-7347	2016	Springer
